model,context,layer,target_id,target_text,rank1_target,rank1_wrong,rank1_random,top3,top5,top10,rank,margin,rel_margin,win_window_deg,entry_deg,no_worse_frac,voronoi_break,bias_break,nn5_angle
EleutherAI/pythia-160m,The capital of France is,4,1525,99,False,False,False,False,False,False,2668.0,-0.11707109212875366,-0.14173245429992676,0.0,44.360923767089844,1.0,True,False,0.21338318288326263
EleutherAI/pythia-160m,The capital of France is,4,1546,ural,False,False,False,False,False,False,906.0,-0.09359538555145264,-0.1131923571228981,0.0,29.777706146240234,1.0,True,False,0.3620150685310364
EleutherAI/pythia-160m,The capital of France is,4,1592,fer,False,False,False,False,False,False,1498.0,-0.10722428560256958,-0.1309773027896881,0.0,32.495845794677734,1.0,True,False,0.3578009605407715
EleutherAI/pythia-160m,The capital of France is,4,1603,}(,False,False,False,False,False,False,7287.0,-0.1459943652153015,-0.184537872672081,0.0,48.59476852416992,1.0,True,False,0.2042873352766037
EleutherAI/pythia-160m,The capital of France is,4,1710,gram,False,False,False,False,False,False,1960.0,-0.11073136329650879,-0.13604094088077545,0.0,32.978919982910156,1.0,True,False,0.34902554750442505
EleutherAI/pythia-160m,The capital of France is,4,1740, four,False,False,False,False,False,False,16.0,-0.021560192108154297,-0.0233955979347229,0.0,35.43070983886719,1.0,True,False,0.15380823612213135
EleutherAI/pythia-160m,The capital of France is,4,1751,ene,False,False,False,False,False,False,1321.0,-0.1004486083984375,-0.12272613495588303,0.0,30.66364860534668,1.0,True,False,0.36605939269065857
EleutherAI/pythia-160m,The capital of France is,4,1768,bs,False,False,False,False,False,False,5219.0,-0.1344260573387146,-0.17056049406528473,0.0,36.1057243347168,1.0,True,False,0.3650358021259308
EleutherAI/pythia-160m,The capital of France is,4,1779,Ch,False,False,False,False,False,False,15388.0,-0.17195910215377808,-0.22364936769008636,0.0,50.85819625854492,1.0,True,False,0.2731393277645111
EleutherAI/pythia-160m,The capital of France is,4,1788,lection,False,False,False,False,False,False,6764.0,-0.13436847925186157,-0.17269675433635712,0.0,36.48405075073242,1.0,True,False,0.34281858801841736
EleutherAI/pythia-160m,The capital of France is,4,1813,icro,False,False,False,False,False,False,1626.0,-0.10966771841049194,-0.13463540375232697,0.0,34.12177276611328,1.0,True,False,0.3526608645915985
EleutherAI/pythia-160m,The capital of France is,7,60,[,False,False,False,False,False,False,334.0,-0.056250810623168945,-0.07333207130432129,0.0,25.766977310180664,1.0,True,False,0.29876264929771423
EleutherAI/pythia-160m,The capital of France is,7,75,j,False,False,False,False,False,False,11750.0,-0.13524550199508667,-0.19370868802070618,0.0,44.040409088134766,1.0,True,False,0.3013487458229065
EleutherAI/pythia-160m,The capital of France is,7,80,o,False,False,False,False,False,False,1561.0,-0.08818066120147705,-0.1197383776307106,0.0,30.169567108154297,1.0,True,False,0.35200831294059753
EleutherAI/pythia-160m,The capital of France is,7,81,p,False,False,False,False,False,False,1589.0,-0.08317673206329346,-0.11158235371112823,0.0,31.42367172241211,1.0,True,False,0.3245663642883301
EleutherAI/pythia-160m,The capital of France is,7,264,ed,False,False,False,False,False,False,1223.0,-0.07454037666320801,-0.10223469883203506,0.0,25.367534637451172,1.0,True,False,0.3832164406776428
EleutherAI/pythia-160m,The capital of France is,7,268, p,False,False,False,False,False,False,401.0,-0.06155115365982056,-0.07891149073839188,0.0,30.535924911499023,1.0,True,False,0.2971888482570648
EleutherAI/pythia-160m,The capital of France is,7,270, b,False,False,False,False,False,False,312.0,-0.05696934461593628,-0.07231013476848602,0.0,30.920137405395508,1.0,True,False,0.2852404713630676
EleutherAI/pythia-160m,The capital of France is,7,324,ad,False,False,False,False,False,False,387.0,-0.059621214866638184,-0.0781523734331131,0.0,26.700035095214844,1.0,True,False,0.3336738049983978
